"Report.Date","Route","Time","Day","Location","Incident","Min.Delay","Min.Gap","Direction","Vehicle"
2017-01-07,501,"11:03:00 PM","Saturday","Lakeshore and 2155","Investigation",10,20,"E/B",4194
2017-01-07,501,"11:18:00 PM","Saturday","Queen and Rainsford","Held By",9,46,"W/B",4202
2017-01-07,512,"11:34:00 PM","Saturday","Gunns Loop","Mechanical",8,16,"E/B",4199
2017-01-08,501,"6:30:00 AM","Sunday","Roncevalles Yard","Mechanical",9,15,"E/B",4054
2017-01-08,501,"7:59:00 AM","Sunday","Queen and Sherbourne","Held By",8,16,"W/B",4613
2017-01-08,504,"10:40:00 AM","Sunday","Geoffrey / Roncevalles","Held By",6,12,"S/B",4153
2017-01-08,506,"11:05:00 AM","Sunday","Howard Park/Roncy","Investigation",8,16,"E/B",4123
2017-01-08,506,"11:24:00 AM","Sunday","Coxwell/Gerrard","Mechanical",5,11,"W/B",4085
2017-01-08,501,"11:30:00 AM","Sunday","Queen and Connaught","Mechanical",8,16,"E/B",4114
2017-01-08,501,"1:13:00 PM","Sunday","russel yard","Late Leaving Garage",5,10,"E/B",4099
2017-01-08,504,"2:27:00 PM","Sunday","KING AND UNIVERSITY","Mechanical",8,16,"W/B",4034
2017-01-08,510,"2:30:00 PM","Sunday","king/spadina","Mechanical",4,8,"S/B",4408
2017-01-08,501,"2:44:00 PM","Sunday","roncy yard","Mechanical",5,10,"W/B",4247
2017-01-08,506,"3:02:00 PM","Sunday","Coxwell/Gerrard","Mechanical",8,16,"W/B",4098
2017-01-08,504,"5:19:00 PM","Sunday","Queen and Broadview","Mechanical",8,16,"W/B",4004
2017-01-08,505,"6:50:00 PM","Sunday","Dundas and Howard Park","Mechanical",5,10,"W/B",4083
2017-01-08,509,"7:53:00 PM","Sunday","Spadina  / Queens Quay","Emergency Services",6,12,"B/W",4415
2017-01-08,506,"8:49:00 PM","Sunday","Euclid","Emergency Services",22,32,"E/B",4052
2017-01-08,501,"9:18:00 PM","Sunday","Queen and Jarvis","Mechanical",9,18,"E/B",4078
2017-01-08,506,"9:32:00 PM","Sunday","Crawford","Held By",3,9,"W/B",4126
2017-01-08,506,"11:25:00 PM","Sunday","Parliament","Diversion",12,22,"E/B",4067
2017-01-08,505,"11:47:00 PM","Sunday","Dundas and Spadina","Held By",9,19,"W/B",4177
2017-01-09,501,"12:09:00 AM","Monday","Ellis & Queenwsay","Mechanical",6,12,"W/B",8054
2017-01-09,306,"2:32:00 AM","Monday","Bay and College","Investigation",10,20,"W/B",4029
2017-01-09,501,"5:04:00 AM","Monday","Queen and Connaught","Mechanical",10,20,"E/B",4200
2017-01-09,504,"5:12:00 AM","Monday","Broadview and Queen","Late Leaving Garage",8,23,"N/B",4121
2017-01-09,512,"5:14:00 AM","Monday","Ronc. Carhouse.","Mechanical",4,8,"W/B",4015
2017-01-09,501,"5:34:00 AM","Monday","Queen and Connaught","Late Leaving Garage",10,20,"E/B",4214
2017-01-09,506,"5:36:00 AM","Monday","Coxwell and Lower Gerrard","Late Leaving Garage",4,16,"E/B",4166
2017-01-09,506,"5:53:00 AM","Monday","Coxwell and Lower Gerrard","Late Leaving Garage",5,10,"E/B",4106
2017-01-09,506,"7:14:00 AM","Monday","Upper Gerrard/Kingsmount","Mechanical",4,9,"W/B",4076
2017-01-09,506,"7:48:00 AM","Monday","College/Brock","Mechanical",4,8,"W/B",4120
2017-01-09,506,"7:53:00 AM","Monday","Carlton/Church","Mechanical",6,11,"E/B",4010
2017-01-09,506,"7:56:00 AM","Monday","Gerrard/Majory","Mechanical",4,9,"W/B",4164
2017-01-09,501,"7:59:00 AM","Monday","Russell Carhouse","Mechanical",4,8,"W/B",4200
2017-01-09,510,"8:14:00 AM","Monday","Spadina and King","Mechanical",4,8,"S/B",4420
2017-01-09,505,"8:41:00 AM","Monday","Dundas and Parliament","Mechanical",6,12,"W/B",4146
2017-01-09,510,"8:53:00 AM","Monday","Spadina and Dundas","Mechanical",4,8,"N/B",4423
2017-01-09,514,"8:54:00 AM","Monday","King & Bay","Investigation",6,16,"W/B",4119
2017-01-09,501,"10:51:00 AM","Monday","Queen @ Lansdowne","Mechanical",15,19,"W/B",4226
2017-01-09,512,"11:28:00 AM","Monday","St Clair & Yonge","Mechanical",30,35,"W/B",4084
2017-01-09,512,"11:48:00 AM","Monday","St Clair & Yonge","Held By",11,16,"E/B",4093
2017-01-09,505,"12:01:00 PM","Monday","Dundas and Spadina","Mechanical",6,12,"E/B",4012
2017-01-09,512,"12:25:00 PM","Monday","St Clair West Stn","Utilized Off Route",0,0,"E/B",4188
2017-01-09,511,"1:00:00 PM","Monday","Bathurst/ King","Investigation",4,8,"S/B",1508
2017-01-09,512,"2:13:00 PM","Monday","Oakwod/ St Clair Loop","Mechanical",5,10,"W/B",4188
2017-01-09,501,"2:24:00 PM","Monday","Long Branch Loop","Investigation",6,12,"W/B",8031
2017-01-09,502,"3:21:00 PM","Monday","Queen at Alton","Held By",32,42,"W/B",8124
2017-01-09,501,"3:21:00 PM","Monday","Queen at Alton","Mechanical",32,37,"W/B",4121
2017-01-09,504,"3:42:00 PM","Monday","Queen & Broadview","Held By",4,8,"W/B",4099
2017-01-09,503,"3:47:00 PM","Monday","Queen & Greenwood","Held By",12,24,"W/B",7818
2017-01-09,504,"3:52:00 PM","Monday","Roncy & Queen","Late Leaving Garage",3,6,"E/B",4032
2017-01-09,512,"4:06:00 PM","Monday","OA","Mechanical",5,10,"B/W",4188
2017-01-09,504,"4:24:00 PM","Monday","King & River","Mechanical",18,26,"W/B",4192
2017-01-09,509,"4:59:00 PM","Monday","Quuen's Quay before Spadina","Mechanical",1,1,"W/B",4425
2017-01-09,501,"5:12:00 PM","Monday","Neville Loop","Mechanical",6,12,"W/B",4028
2017-01-09,505,"5:17:00 PM","Monday","Broadview station","Mechanical",10,15,"E/B",4197
2017-01-09,504,"5:19:00 PM","Monday","Broadview Station","Mechanical",8,12,"W/B",4139
2017-01-09,504,"6:11:00 PM","Monday","Dundas West station","Utilized Off Route",3,6,"E/B",4143
2017-01-09,505,"7:45:00 PM","Monday","Dundas West station","Mechanical",7,15,"E/B",4141
2017-01-09,510,"8:05:00 PM","Monday","Spadina station","Mechanical",5,10,"S/B",4403
2017-01-09,501,"9:16:00 PM","Monday","Queen and Carlaw","Mechanical",5,10,"W/B",4247
2017-01-09,506,"10:50:00 PM","Monday","Gerrard east of Broadview","Held By",12,20,"W/B",4027
2017-01-10,501,"12:48:00 AM","Tuesday","Long Branch Loop","Mechanical",8,16,"E/B",1614
2017-01-10,512,"1:34:00 AM","Tuesday","St Clair and Winona","Investigation",85,91,"E/B",4050
2017-01-10,501,"1:46:00 AM","Tuesday","Long Branch Loop","Mechanical",10,20,"W/B",8031
2017-01-10,501,"4:54:00 AM","Tuesday","Queen and Connaught","Late Leaving Garage",10,20,"E/B",4017
2017-01-10,504,"5:16:00 AM","Tuesday","Ronc. Carhouse.","Mechanical",8,18,"W/B",4131
2017-01-10,501,"5:47:00 AM","Tuesday","Lakeshore @ Kipling","Mechanical",5,10,"W/B",1614
2017-01-10,506,"6:30:00 AM","Tuesday","Coxwell and Lower Gerrard","Late Leaving Garage",4,8,"E/B",4075
2017-01-10,506,"6:45:00 AM","Tuesday","Coxwell and Lower Gerrard","Late Leaving Garage",5,10,"E/B",4104
2017-01-10,514,"6:50:00 AM","Tuesday","King & Sumach","Held By",21,35,"W/B",4114
2017-01-10,504,"6:50:00 AM","Tuesday","King and Sumach","Mechanical",19,22,"W/B",4043
2017-01-10,511,"7:13:00 AM","Tuesday","Exhibition Loop","Mechanical",3,6,"N/B",1064
2017-01-10,501,"7:37:00 AM","Tuesday","Queen @ Spadina","General Delay",10,14,"W/B",4237
2017-01-10,505,"7:40:00 AM","Tuesday","Dundas and Beverley","Investigation",28,56,"W/B",4123
2017-01-10,501,"7:55:00 AM","Tuesday","Kingston road @ Queen","Mechanical",4,8,"W/B",4249
2017-01-10,501,"7:58:00 AM","Tuesday","Dufferin Loop","Mechanical",10,15,"W/B",1416
2017-01-10,506,"8:00:00 AM","Tuesday","High Park Loop-Main stn","General Delay",9,13,"B/W",NA
2017-01-10,505,"8:20:00 AM","Tuesday","Broadview Station to Dundas West Station","General Delay",20,40,"B/W",4182
2017-01-10,512,"9:14:00 AM","Tuesday","St Clair West Stn","Mechanical",9,12,"E/B",4124
2017-01-10,506,"9:17:00 AM","Tuesday","College/Lansdowne","Mechanical",4,9,"W/B",4100
2017-01-10,501,"9:31:00 AM","Tuesday","Dufferin Loop","Mechanical",6,12,"W/B",1652
2017-01-10,510,"9:38:00 AM","Tuesday","Spadina and King","Held By",5,10,"S/B",4418
2017-01-10,501,"10:04:00 AM","Tuesday","Niagara @ Queen","Mechanical",4,8,"E/B",4232
2017-01-10,501,"10:43:00 AM","Tuesday","Greenwood and Queen","Mechanical",4,8,"W/B",4222
2017-01-10,502,"10:57:00 AM","Tuesday","Bingham loop","Mechanical",10,20,"W/B",7861
2017-01-10,501,"11:10:00 AM","Tuesday","Sunnyside Loop","Mechanical",4,8,"W/B",4225
2017-01-10,511,"11:49:00 AM","Tuesday","Bathurst Stn","Mechanical",4,8,"S/B",8307
2017-01-10,511,"1:09:00 PM","Tuesday","Bathurst/ King","Mechanical",4,8,"S/B",1621
2017-01-10,512,"1:33:00 PM","Tuesday","Roncesvalles Yard","Mechanical",5,10,"N/B",4186
2017-01-10,501,"1:44:00 PM","Tuesday","Queen & Gladstone","Mechanical",6,12,"E/B",4187
2017-01-10,512,"1:50:00 PM","Tuesday","Caledonia/ St Clair","Mechanical",42,47,"W/B",4065
2017-01-10,511,"2:40:00 PM","Tuesday","Mnt Dennis","Mechanical",4,8,"E/B",0
2017-01-10,506,"2:43:00 PM","Tuesday","College/St. George","Investigation",26,32,"B/W",4080
2017-01-10,511,"2:56:00 PM","Tuesday","Mnt Dennis","Mechanical",4,8,"B/W",0
2017-01-10,501,"3:21:00 PM","Tuesday","Springhurst Loop","Mechanical",6,12,"E/B",1589
2017-01-10,506,"3:28:00 PM","Tuesday","Gerrard/Coxwell","Mechanical",6,11,"E/B",4040
2017-01-10,512,"3:29:00 PM","Tuesday","SCW station","Mechanical",5,10,"E/B",4065
2017-01-10,512,"3:29:00 PM","Tuesday","SCW Station","Mechanical",5,10,"E/B",4176
2017-01-10,504,"3:44:00 PM","Tuesday","Queen & Sumach","Mechanical",5,10,"E/B",4218
2017-01-10,506,"3:46:00 PM","Tuesday","Howard Park at Roncesvalles","Late Leaving Garage",5,11,"E/B",4089
2017-01-10,505,"3:49:00 PM","Tuesday","Dundas and Howard Park","Mechanical",9,14,"W/B",4123
2017-01-10,506,"3:54:00 PM","Tuesday","Dundas at Howard Park","Utilized Off Route",14,20,"W/B",4103
2017-01-10,504,"3:56:00 PM","Tuesday","Queen & Broadview","Mechanical",4,8,"W/B",4121
2017-01-10,510,"4:32:00 PM","Tuesday","Spadina and Reese","Mechanical",1,1,"N/B",4405
2017-01-10,504,"4:40:00 PM","Tuesday","Dundas West Station","Mechanical",4,8,"E/B",4055
2017-01-10,501,"4:48:00 PM","Tuesday","Queen & Lockwood","Mechanical",14,19,"E/B",4238
2017-01-10,506,"5:02:00 PM","Tuesday","Gerrard at Carlaw","Investigation",8,14,"W/B",4098
2017-01-10,505,"5:33:00 PM","Tuesday","Broadview and Dundas","Investigation",63,68,"W/B",4165
2017-01-10,504,"5:33:00 PM","Tuesday","Dundas West Station","Mechanical",4,8,"W/B",4064
2017-01-10,505,"5:49:00 PM","Tuesday","Dundas and Brock","Investigation",19,25,"E/B",4130
2017-01-10,504,"6:14:00 PM","Tuesday","Roncy & Constance","Mechanical",4,8,"E/B",4034
2017-01-10,505,"6:16:00 PM","Tuesday","Dundas and Sterling","Held By",17,23,"E/B",4148
2017-01-10,506,"6:18:00 PM","Tuesday","Dundas at Sterling","Mechanical",16,24,"E/B",4074
2017-01-10,511,"6:31:00 PM","Tuesday","Bathurst/ Dundas","Utilized Off Route",4,8,"B/W",1682
2017-01-10,505,"6:36:00 PM","Tuesday","Dundas and Roncy","Held By",4,9,"E/B",4182
2017-01-10,506,"7:45:00 PM","Tuesday","College at Lansdowne","Mechanical",8,15,"E/B",4037
2017-01-10,504,"7:46:00 PM","Tuesday","King at Church","Mechanical",4,8,"E/B",4071
2017-01-10,504,"8:55:00 PM","Tuesday","Roncesvalles Ave. and The Queensway","Mechanical",5,10,"E/B",4106
2017-01-10,512,"9:00:00 PM","Tuesday","Gunns Loop","Mechanical",5,10,"W/B",4161
2017-01-10,505,"9:11:00 PM","Tuesday","Ossington/ Dundas","Utilized Off Route",5,10,"W/B",4139
2017-01-10,504,"9:42:00 PM","Tuesday","King St. East and Trinity St.","Investigation",3,8,"W/B",4039
2017-01-10,504,"9:47:00 PM","Tuesday","Broadview Ave. and Gerrard St. East","Emergency Services",14,19,"W/B",4071
2017-01-10,504,"10:43:00 PM","Tuesday","King St. West and Bay St.","Held By",5,12,"W/B",4174
2017-01-10,501,"11:07:00 PM","Tuesday","Queen and Sherborne","Emergency Services",9,14,"E/B",4017
2017-01-10,501,"11:13:00 PM","Tuesday","Queen and Silverbirch","Investigation",78,83,"E/B",4235
2017-01-11,506,"1:21:00 AM","Wednesday","Gerrard at Broadview","Diversion",219,219,"E/B",4103
2017-01-11,505,"5:17:00 AM","Wednesday","Broadview and Dundas","Late Leaving Garage",8,16,"N/B",4033
2017-01-11,504,"5:24:00 AM","Wednesday","Ronc. Yard.","Mechanical",6,14,"W/B",4082
2017-01-11,506,"5:45:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",8,18,"E/B",4020
2017-01-11,512,"6:01:00 AM","Wednesday","Bathurst and St Clair","Mechanical",4,7,"W/B",4037
2017-01-11,501,"6:05:00 AM","Wednesday","Queen and Connaught","Late Leaving Garage",5,10,"E/B",4232
2017-01-11,504,"6:17:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",5,10,"W/B",4130
2017-01-11,506,"6:49:00 AM","Wednesday","Ronc. Carhouse.","Mechanical",4,8,"E/B",4029
2017-01-11,501,"8:10:00 AM","Wednesday","Sunnyside Loop","Investigation",6,12,"W/B",4246
2017-01-11,510,"8:42:00 AM","Wednesday","Spadina Station","Investigation",94,188,"N/B",4410
2017-01-11,512,"9:01:00 AM","Wednesday","St Clair stn","Mechanical",3,6,"W/B",4147
2017-01-11,504,"9:11:00 AM","Wednesday","Sumach","General Delay",14,18,"E/B",4202
2017-01-11,512,"9:15:00 AM","Wednesday","St Clair & Oakwood","Investigation",78,81,"W/B",4135
2017-01-11,506,"9:29:00 AM","Wednesday","College and Spadina","Mechanical",5,10,"E/B",4004
2017-01-11,505,"10:30:00 AM","Wednesday","Dundas and Ossingston","Mechanical",6,12,"E/B",4164
2017-01-11,501,"11:10:00 AM","Wednesday","Roncesvalles and Queen","Investigation",0,0,"E/B",4229
2017-01-11,504,"11:17:00 AM","Wednesday","Broadview","Mechanical",4,8,"S/B",4202
2017-01-11,506,"12:04:00 PM","Wednesday","College and Lansdowne","Mechanical",5,10,"W/B",4102
2017-01-11,505,"1:05:00 PM","Wednesday","Dundas and Broadview","Investigation",16,32,"B/W",4033
2017-01-11,504,"1:10:00 PM","Wednesday","Broadview & Dundas","Held By",6,11,"W/B",4156
2017-01-11,506,"1:11:00 PM","Wednesday","College and University","Investigation",12,17,"E/B",4025
2017-01-11,505,"1:29:00 PM","Wednesday","Dundas and Parliament","Mechanical",12,24,"W/B",4152
2017-01-11,505,"1:32:00 PM","Wednesday","Broadview and Dundas","Emergency Services",11,16,"W/B",4145
2017-01-11,512,"1:32:00 PM","Wednesday","Ustler st / Bathurst","Held By",5,10,"N/B",4017
2017-01-11,512,"2:01:00 PM","Wednesday","Roncesvalles/ Yard","Mechanical",5,10,"W/B",4029
2017-01-11,501,"3:10:00 PM","Wednesday","Queen at Lang","Emergency Services",6,11,"E/B",4209
2017-01-11,501,"3:10:00 PM","Wednesday","Queen at Laing","Emergency Services",6,11,"E/B",4209
2017-01-11,501,"3:30:00 PM","Wednesday","Queen at Dovercourt","Mechanical",5,10,"E/B",4188
2017-01-11,501,"3:42:00 PM","Wednesday","russell yard","Late Leaving Garage",5,11,"E/B",4010
2017-01-11,505,"3:57:00 PM","Wednesday","Lansdowne & Dundas","Held By",7,13,"W/B",4157
2017-01-11,505,"5:05:00 PM","Wednesday","Dundas & River","Investigation",28,35,"E/B",4059
2017-01-11,501,"5:16:00 PM","Wednesday","Lakeshore at Islington","Mechanical",5,11,"E/B",1643
2017-01-11,504,"5:21:00 PM","Wednesday","Broadview Station","General Delay",5,9,"W/B",4037
2017-01-11,501,"5:24:00 PM","Wednesday","Queen at University","Mechanical",25,30,"E/B",4016
2017-01-11,506,"6:29:00 PM","Wednesday","Howard Park, west of Roncesvalles","Held By",7,14,"W/B",4081
2017-01-11,501,"7:30:00 PM","Wednesday","Queen at Church","Mechanical",5,10,"W/B",4216
2017-01-11,504,"8:18:00 PM","Wednesday","King St. West and Tecumseth Rd.","Mechanical",7,10,"W/B",4037
2017-01-11,506,"11:14:00 PM","Wednesday","Gerrard at Broadview","Mechanical",4,13,"E/B",4172
2017-01-12,504,"5:21:00 AM","Thursday","Roncy & Queen","Mechanical",4,8,"W/B",4029
2017-01-12,504,"5:35:00 AM","Thursday","Broadview and Queen","Late Leaving Garage",6,13,"N/B",4086
2017-01-12,509,"5:38:00 AM","Thursday","Bathurst and Fleet","Late Leaving Garage",6,12,"W/B",4142
2017-01-12,501,"5:55:00 AM","Thursday","Queen and Connaught","Late Leaving Garage",5,10,"E/B",4220
2017-01-12,505,"6:01:00 AM","Thursday","Roncesvalles and Marion","Mechanical",6,12,"N/B",4002
2017-01-12,501,"6:05:00 AM","Thursday","Queen and Connaught","Late Leaving Garage",5,10,"E/B",4245
2017-01-12,501,"6:10:00 AM","Thursday","Queen and Connaught","Late Leaving Garage",10,15,"E/B",4229
2017-01-12,509,"6:31:00 AM","Thursday","Queen and Duncan","Mechanical",6,12,"E/B",4079
2017-01-12,501,"6:31:00 AM","Thursday","Queen @ University","Mechanical",21,26,"E/B",4246
2017-01-12,504,"6:32:00 AM","Thursday","Ronc. Carhouse.","Mechanical",5,10,"W/B",4130
2017-01-12,514,"6:52:00 AM","Thursday","King & Sumach","Mechanical",18,26,"W/B",4046
2017-01-12,504,"6:55:00 AM","Thursday","Sumach","Utilized Off Route",8,12,"W/B",4091
2017-01-12,506,"7:04:00 AM","Thursday","Coxwell and Lower Gerrard","Late Leaving Garage",3,4,"E/B",4036
2017-01-12,506,"7:11:00 AM","Thursday","Coxwell and Lower Gerrard","Late Leaving Garage",4,8,"E/B",4073
2017-01-12,501,"7:22:00 AM","Thursday","Queen street @ Greenwood","Mechanical",4,8,"E/B",4247
2017-01-12,506,"7:31:00 AM","Thursday","Gerrard and Coxwell","Mechanical",10,15,"E/B",4144
2017-01-12,506,"7:38:00 AM","Thursday","College and Lansdowne","Investigation",5,10,"W/B",4011
2017-01-12,514,"8:12:00 AM","Thursday","King & Parliament","Mechanical",17,25,"W/B",4121
2017-01-12,504,"9:29:00 AM","Thursday","Sherborne","Mechanical",4,8,"E/B",4108
2017-01-12,506,"10:04:00 AM","Thursday","College and Brock","Mechanical",5,10,"E/B",4074
2017-01-12,510,"10:31:00 AM","Thursday","Union Station","Mechanical",0,0,"N/B",4430
2017-01-12,504,"11:36:00 AM","Thursday","Sherbourne","Mechanical",4,8,"W/B",4146
2017-01-12,512,"1:26:00 PM","Thursday","St Clair Station","Mechanical",5,10,"W/B",4164
2017-01-12,501,"1:43:00 PM","Thursday","Queen & Workman","Investigation",6,12,"E/B",4095
2017-01-12,512,"2:22:00 PM","Thursday","Bathurst Station","Mechanical",5,10,"E/B",4193
2017-01-12,512,"2:35:00 PM","Thursday","SCW Station","Mechanical",5,10,"W/B",4164
2017-01-12,506,"2:40:00 PM","Thursday","Howard Park and Roncesvalles","Mechanical",5,10,"W/B",4185
2017-01-12,512,"3:04:00 PM","Thursday","Bathurst Stn","Mechanical",5,10,"E/B",4193
2017-01-12,506,"3:20:00 PM","Thursday","Howard Park and Roncesvalles","Mechanical",5,10,"W/B",4070
2017-01-12,505,"3:20:00 PM","Thursday","Broadview & Gerrard","Mechanical",30,36,"W/B",4101
2017-01-12,506,"4:00:00 PM","Thursday","High Park Loop","Mechanical",5,11,"E/B",4075
2017-01-12,512,"4:19:00 PM","Thursday","Christie/ St Clair","Mechanical",5,10,"W/B",4188
2017-01-12,501,"4:39:00 PM","Thursday","Long Branch Loop","Mechanical",6,12,"E/B",8396
2017-01-12,511,"4:50:00 PM","Thursday","Bathurst Stn","Mechanical",5,10,"S/B",8215
2017-01-12,512,"5:08:00 PM","Thursday","Gunns Loop","Mechanical",5,10,"E/B",4106
2017-01-12,510,"5:25:00 PM","Thursday","Rees & Queen's Quay","Investigation",57,65,"S/B",4410
2017-01-12,509,"5:25:00 PM","Thursday","Queen's Quay at Rees","Held By",26,32,"E/B",4415
2017-01-12,501,"5:57:00 PM","Thursday","Queen at John","Investigation",6,12,"W/B",4204
2017-01-12,511,"7:34:00 PM","Thursday","Bathurst/ Carr st","Mechanical",4,8,"N/B",1706
2017-01-12,510,"8:12:00 PM","Thursday","Bremner & Spadina","Mechanical",7,15,"S/B",4406
2017-01-12,504,"10:30:00 PM","Thursday","University Ave. to Bathurst St.","General Delay",6,10,"B/W",NA
2017-01-12,514,"10:30:00 PM","Thursday","University Ave. to Bathurst St.","General Delay",6,20,"B/W",NA
2017-01-12,505,"10:50:00 PM","Thursday","Bay & Dundas","Investigation",7,15,"W/B",4010
2017-01-12,504,"10:51:00 PM","Thursday","Edna St. and Dundas St. West","Held By",6,13,"E/B",4027
2017-01-12,504,"10:57:00 PM","Thursday","Roncesvalles Ave. and Grenadier Rd.","Held By",2,10,"W/B",4143
2017-01-12,512,"11:17:00 PM","Thursday","Oakwood & St.Clair.","Mechanical",7,13,"E/B",4064
2017-01-12,501,"11:24:00 PM","Thursday","Queen and Ohara","Held By",9,18,"W/B",4201
2017-01-12,505,"11:44:00 PM","Thursday","Parliament & Dundas","Emergency Services",10,20,"W/B",4114
2017-01-13,501,"12:48:00 AM","Friday","Queen and Sherborne","Held By",20,29,"W/B",4201
2017-01-13,514,"1:15:00 AM","Friday","Dufferin St. and King St. West","Mechanical",15,30,"S/B",4407
2017-01-13,506,"5:36:00 AM","Friday","Coxwell and Lower Gerrard","Late Leaving Garage",4,16,"E/B",4075
2017-01-13,511,"6:13:00 AM","Friday","Bathurst & King","Mechanical",9,18,"S/B",1385
2017-01-13,506,"6:20:00 AM","Friday","College and Major","Mechanical",20,25,"W/B",4043
2017-01-13,506,"6:49:00 AM","Friday","Ronc. Carhouse.","Mechanical",4,8,"E/B",4029
2017-01-13,504,"6:53:00 AM","Friday","Broadview and Queen","Mechanical",3,7,"E/B",4235
2017-01-13,506,"6:55:00 AM","Friday","Upper Gerrard and Beaton","Mechanical",21,26,"E/B",4103
2017-01-13,504,"7:16:00 AM","Friday","DWS","Mechanical",4,8,"S/B",4181
2017-01-13,509,"7:44:00 AM","Friday","Queens Quay and Dan Leckie Way","Mechanical",33,39,"E/B",4065
2017-01-13,510,"8:35:00 AM","Friday","king/spadina","Held By",10,14,"B/W",4410
2017-01-13,504,"9:17:00 AM","Friday","Dufferin","General Delay",14,18,"W/B",4087
2017-01-13,505,"9:28:00 AM","Friday","DWS","Utilized Off Route",5,10,"E/B",4155
2017-01-13,511,"10:14:00 AM","Friday","Exhibition","Mechanical",4,8,"N/B",1505
2017-01-13,504,"10:20:00 AM","Friday","Duoro","Mechanical",3,7,"E/B",7471
2017-01-13,510,"11:13:00 AM","Friday","Spadina/King","General Delay",12,16,"N/B",4410
2017-01-13,514,"11:20:00 AM","Friday","King & Sumach","Mechanical",10,20,"W/B",4178
2017-01-13,501,"11:45:00 AM","Friday","Sunnyside Loop","Mechanical",5,10,"E/B",4237
2017-01-13,504,"12:02:00 PM","Friday","King & Shaw","Mechanical",5,10,"W/B",4152
2017-01-13,501,"12:07:00 PM","Friday","Sunnyside Loop","Held By",8,13,"E/B",4200
2017-01-13,505,"12:10:00 PM","Friday","dundas/ossington","Investigation",25,30,"W/B",4065
2017-01-13,501,"1:10:00 PM","Friday","Sunnyside Loop","Mechanical",5,10,"E/B",4245
2017-01-13,504,"1:29:00 PM","Friday","Roncesvalles at Queen North side","Mechanical",34,38,"W/B",4192
2017-01-13,511,"1:41:00 PM","Friday","Princes Gates","Mechanical",5,10,"N/B",1052
